b,e,c,n,w,be,bc,bn,bw,ec,en,ew,cn,cw,nw,bec,ben,bew,bcn,bcw,bnw,ecn,ecw,enw,cnw,becn,becw,benw,bcnw,ecnw
139912.2956,52795.53567,56364.95862,50186.6466,50159.38834,2456.948651,2851.589981,2107.10341,2105.434299,11031.18787,5710.635581,5737.893833,4695.635708,4690.303328,13729.82278,2284.663133,1236.480725,1238.149836,1238.33125,1236.661315,2281.384358,5986.25405,5991.58643,8477.24416,6964.640869,2106.903519,2108.573454,2830.206512,2440.973893,58443.43656
139429.2939,52657.74676,56274.48506,50120.61662,50092.31817,2406.967346,2799.48196,2078.860264,2077.146178,10809.01152,5724.595531,5752.893978,4690.070719,4684.553837,13494.87004,2229.443581,1226.026614,1227.740699,1227.88457,1226.169828,2226.973119,5946.894959,5952.41184,8400.654562,6882.183755,2078.268333,2079.983075,2782.943958,2394.739712,58216.34034
140627.2552,52865.94755,56348.61536,50339.42161,50318.70721,2477.437804,2865.216074,2141.016194,2139.722885,10870.65262,5785.88272,5806.597115,4790.066481,4785.935504,13500.09203,2280.047931,1261.923356,1263.216665,1263.394261,1262.100344,2276.954883,6079.309946,6083.440923,8488.418438,7016.642589,2141.143065,2142.436982,2844.7365,2462.189539,59057.60012
138358.3476,52580.73394,56190.20999,50100.79961,50073.2432,2343.212159,2726.168918,2033.317751,2031.685181,10789.62289,5634.975452,5662.531859,4595.824773,4590.538979,13460.4014,2191.441725,1194.044069,1195.676639,1195.79695,1194.163842,2189.336897,5853.448342,5858.734135,8250.127079,6747.913559,2032.62872,2034.261828,2712.140042,2332.82423,57431.46768
139167.4648,52411.72625,56055.15098,49705.90307,49678.12299,2363.842066,2757.598451,2010.593295,2008.949598,10847.14402,5585.432717,5613.212798,4548.62175,4543.284787,13641.16387,2202.725129,1179.839281,1181.482978,1181.656402,1180.0119,2199.554444,5810.475773,5815.812736,8354.634184,6812.243027,2010.337435,2011.981936,2736.589081,2348.192055,58415.58251
138975.9134,52661.59842,56287.25772,50093.91949,50069.64144,2391.098774,2779.18293,2072.938202,2071.47818,10878.59843,5705.806206,5730.084259,4662.256228,4657.559978,13614.89641,2234.761271,1219.272266,1220.732287,1220.855801,1219.395293,2232.606843,5927.344364,5932.040615,8358.393141,6844.863991,2072.452224,2073.912733,2764.876409,2380.48982,57758.99508
139130.1007,52722.78515,56309.7619,50293.74018,50262.64799,2398.21222,2786.979007,2080.932732,2079.051287,10833.19808,5707.515892,5738.608084,4681.428788,4675.379688,13436.9362,2227.129561,1224.572476,1226.453921,1226.591303,1224.70917,2224.766654,5946.218952,5952.268052,8351.72343,6849.688652,2080.123882,2082.006015,2771.243904,2386.576565,57887.38981
140177.8515,53133.51635,56605.91465,50555.09459,50528.65134,2509.383964,2897.072796,2164.510178,2162.856748,11039.87527,5789.819088,5816.262337,4800.751192,4795.514832,13696.40726,2321.621962,1273.917972,1275.571402,1275.753943,1274.099705,2318.365773,6088.64185,6093.878211,8520.03637,7051.775124,2164.353322,2166.00756,2875.833765,2493.459011,58281.94021
139872.7204,53253.57662,56711.12838,50240.86354,50229.20089,2501.043406,2880.382708,2136.905137,2136.182528,11122.12902,5704.535971,5716.198624,4710.593191,4708.306834,14127.12709,2346.417973,1251.813985,1252.536593,1252.682705,1251.959794,2343.595829,6011.429293,6013.71565,8504.990888,7044.691331,2137.453072,2138.175982,2862.383901,2487.335048,58035.18813
138989.0073,52876.60849,56329.32584,50380.74399,50354.68125,2399.821853,2771.485601,2087.138219,2085.558924,10921.48243,5661.575286,5687.638021,4670.297185,4665.231634,13551.9681,2247.052746,1224.026569,1225.605864,1225.72784,1224.148009,2244.846195,5950.182614,5955.248164,8294.856593,6851.952078,2086.559575,2088.139405,2756.958888,2388.923375,57669.24384
138911.4543,52501.75074,56078.14734,50149.50639,50129.15933,2366.945292,2744.149437,2084.424588,2083.200947,10874.34189,5735.461517,5755.808578,4696.07123,4692.123727,13475.46832,2220.983726,1224.236017,1225.459657,1225.556272,1224.332317,2219.334079,5977.772906,5981.720409,8279.413787,6803.023574,2083.954049,2085.178004,2733.132143,2358.803833,57744.98592
138701.4207,52573.26971,56266.50013,50259.6861,50233.19225,2362.507288,2755.626815,2073.084044,2071.494005,10851.75619,5724.221878,5750.71573,4657.667949,4652.549386,13440.28279,2215.260997,1217.455012,1219.045051,1219.1521,1217.561617,2213.472045,5935.045785,5940.164348,8301.390476,6769.47493,2072.303656,2073.894139,2743.721281,2353.793505,57529.04075
138889.5016,52651.05048,56234.52853,49753.29355,49738.25885,2389.609028,2769.796123,2047.787691,2046.892134,10949.53262,5638.140989,5653.175692,4603.45037,4600.5642,13920.96661,2247.690831,1201.804968,1202.700525,1202.824739,1201.928863,2245.372594,5869.221359,5872.107528,8363.031421,6862.842267,2047.923992,2048.819868,2754.570734,2378.148752,57785.99241
139790.6567,52525.68132,56141.69971,50112.60849,50083.94171,2409.944608,2804.21513,2089.455971,2087.713189,10880.49295,5734.846061,5763.512839,4701.663526,4696.053047,13470.3901,2236.154736,1229.136011,1230.878794,1231.027772,1229.284305,2233.600631,5981.766311,5987.376791,8408.654543,6888.517245,2088.86767,2090.611137,2787.196001,2397.389434,58581.01236
139442.4741,52414.35006,56017.45107,49959.46361,49931.04679,2373.683178,2761.44054,2056.483294,2054.776902,10787.77064,5691.884079,5720.300893,4659.701598,4654.173061,13416.65014,2203.449631,1210.517917,1212.224309,1212.36255,1210.655525,2201.066221,5925.050824,5930.579361,8341.59701,6832.343543,2055.85144,2057.558465,2745.416028,2361.845588,58489.57184
